,Player Name,Age,Overall Rating,Potential,Best Overall,Team,League,League Tier,Positions,Best Position,Height,Weight,foot,Growth,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,PAC,SHO,PAS,DRI,DEF,PHY,Value (M),Total Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,Freekick Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total Defending,Marking,Standing Tackle,Sliding Tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Total Base Stats,Joined,Loan Date End,contract_end_at_club,contract_started_at_club,years_at_club,Release Clause (M),Player ID,Image Page,Info Page,Team ID,Team Image Page
5505,M. Spelmann,33,60,60,62,Mjällby AIF,Swedish Allsvenskan,1,CM RM,CB,175,72.1,Right,0,3 ★,2★,Medium,High,66,57,59,62,59,71,0.12,64.53,56,56,63,60,47,63.19,60,56,60,59,62,71.12,68,64,65,63,70,72.07,65,64,55,77,59,71.26,77,63,59,59,42,58,61.4,57,58,52,11.36,5,14,6,12,13,75.39,75.1,"Aug 1, 2020",,2020,2020,0.0,0.15,172516,https://cdn.sofifa.com/players/172/516/20_240.png,https://sofifa.com/player/172516/,112072,https://cdn.sofifa.com/teams/112072/dark_240.png
5506,E. Pärsson,26,60,62,62,Mjällby AIF,Swedish Allsvenskan,1,ST,ST,188,84.8,Right,2,2 ★,2★,Medium,Medium,61,60,51,60,21,64,0.25,61.56,33,61,60,60,55,52.13,60,34,32,56,63,61.64,59,63,57,54,53,70.72,59,66,57,74,58,57.01,45,20,58,56,61,57,18.38,13,19,18,10.91,6,10,13,9,10,62.69,63.65,"Aug 9, 2019",,2020,2019,1.0,0.331,254274,https://cdn.sofifa.com/players/254/274/20_240.png,https://sofifa.com/player/254274/,112072,https://cdn.sofifa.com/teams/112072/dark_240.png
5507,J. Khayat,27,60,61,60,Mjällby AIF,Swedish Allsvenskan,1,LWB,LWB,178,77.1,Left,1,3 ★,2★,Medium,Medium,65,33,55,56,55,61,0.21,52.63,56,34,46,57,37,55.11,55,56,39,53,56,65.95,66,64,62,54,60,55.63,29,57,70,61,30,57.48,53,56,48,54,31,48,60.29,55,57,52,10.23,9,9,7,9,11,64.46,65.26,"Jan 1, 2020",,2021,2020,0.0,0.278,255534,https://cdn.sofifa.com/players/255/534/20_240.png,https://sofifa.com/player/255534/,112072,https://cdn.sofifa.com/teams/112072/dark_240.png
5508,J. Brattberg,23,60,65,60,Falkenbergs FF,Swedish Allsvenskan,1,GK,GK,201,99.8,Right,5,2 ★,1★,Medium,Medium,61,59,61,60,34,61,0.21,21.97,20,17,11,30,18,20.64,17,18,16,25,21,40.95,33,35,37,50,35,44.82,46,33,30,75,15,25.18,20,21,19,23,23,21,15.81,12,15,16,68.64,61,59,61,61,60,44.6,67.47,"Feb 17, 2014",,2025,2014,6.0,0.278,220985,https://cdn.sofifa.com/players/220/985/20_240.png,https://sofifa.com/player/220985/,112169,https://cdn.sofifa.com/teams/112169/dark_240.png
5509,S. van Looy,23,60,68,62,Falkenbergs FF,Swedish Allsvenskan,1,CB,CB,193,77.1,Right,8,3 ★,2★,Medium,High,61,29,44,42,59,60,0.275,48.05,34,23,65,56,32,42.98,36,34,31,53,48,57.33,54,66,38,56,52,54.5,40,64,34,75,29,50.12,56,59,31,30,35,57,64.71,55,61,60,12.5,12,12,11,14,6,58.81,59.24,"Jan 31, 2020",,2021,2020,0.0,0.399,230593,https://cdn.sofifa.com/players/230/593/20_240.png,https://sofifa.com/player/230593/,112169,https://cdn.sofifa.com/teams/112169/dark_240.png
5510,V. Noring,29,60,62,60,Falkenbergs FF,Swedish Allsvenskan,1,GK,GK,196,89.8,Right,2,2 ★,1★,Medium,Medium,60,61,54,62,32,58,0.17,21.74,15,14,17,31,18,21.7,14,17,12,39,20,35.99,30,33,22,54,28,44.37,41,39,34,70,13,27.32,34,20,16,25,20,48,16.18,18,13,13,67.05,60,61,54,58,62,43.83,65.66,"May 25, 2020",,2020,2020,0.0,0.225,188950,https://cdn.sofifa.com/players/188/950/20_240.png,https://sofifa.com/player/188950/,112169,https://cdn.sofifa.com/teams/112169/dark_240.png
5511,N. Peter,31,60,60,60,Falkenbergs FF,Swedish Allsvenskan,1,ST,ST,185,81.2,Right,0,3 ★,2★,Medium,Medium,64,58,43,56,18,73,0.19,57.89,31,62,59,52,49,46.81,54,44,35,29,58,64.87,62,66,59,52,62,74.55,65,72,72,76,46,58.91,67,15,59,49,58,59,13.6,14,13,10,10.91,10,8,9,9,12,62.09,62.65,"Jan 1, 2019",,2020,2019,1.0,0.23800000000000002,246706,https://cdn.sofifa.com/players/246/706/20_240.png,https://sofifa.com/player/246706/,112169,https://cdn.sofifa.com/teams/112169/dark_240.png
5512,E. Haugan,22,60,64,62,Östersunds FK,Swedish Allsvenskan,1,CB,CB,180,69.9,Right,4,2 ★,2★,Medium,Medium,59,27,44,54,61,63,0.24,43.02,24,22,61,56,25,42.98,50,23,25,50,54,65.52,59,59,63,54,69,58.56,37,72,59,66,26,54.87,56,63,23,47,42,60,65.81,60,61,58,12.73,13,12,7,9,15,61.31,61.85,"Feb 13, 2019",,2022,2019,1.0,0.318,223253,https://cdn.sofifa.com/players/223/253/20_240.png,https://sofifa.com/player/223253/,113173,https://cdn.sofifa.com/teams/113173/dark_240.png
5513,A. Liljenbäck,25,60,65,62,Varbergs BoIS,Swedish Allsvenskan,1,CB RWB,CB,183,79.8,Right,5,2 ★,2★,Medium,Medium,55,28,51,54,60,64,0.25,49.43,56,23,58,56,23,43.4,52,29,20,49,54,61.42,57,54,57,57,60,58.56,38,69,63,68,22,60.81,56,61,56,52,31,53,65.81,59,60,60,11.36,8,13,8,8,13,62.61,62.65,"Jul 15, 2019",,2022,2019,1.0,0.331,255737,https://cdn.sofifa.com/players/255/737/20_240.png,https://sofifa.com/player/255737/,113743,https://cdn.sofifa.com/teams/113743/dark_240.png
5514,A. Fofana,20,60,70,61,Varbergs BoIS,Swedish Allsvenskan,1,LM LWB,LM,170,63.0,Left,10,2 ★,3★,Medium,Medium,83,46,53,60,46,52,0.325,57.21,56,48,46,57,43,50.64,57,40,32,50,59,79.31,84,83,75,52,74,56.76,50,58,58,48,38,57.24,52,46,54,52,37,53,49.63,47,45,43,8.86,7,7,11,6,8,65.76,68.27,"Mar 2, 2018",,2021,2018,2.0,0.47100000000000003,254636,https://cdn.sofifa.com/players/254/636/20_240.png,https://sofifa.com/player/254636/,113743,https://cdn.sofifa.com/teams/113743/dark_240.png
5515,A. Winbo,22,60,67,62,Varbergs BoIS,Swedish Allsvenskan,1,CM CDM,CM,175,68.0,Left,7,3 ★,2★,Medium,High,66,44,63,57,53,59,0.275,56.52,62,34,43,66,42,58.72,54,50,51,64,57,70.47,68,65,61,57,76,64.41,55,58,64,57,52,65.08,58,56,58,62,40,61,57.72,55,54,48,10.45,6,6,7,15,12,69.65,68.67,"Jan 7, 2020",,2023,2020,0.0,0.399,255481,https://cdn.sofifa.com/players/255/481/20_240.png,https://sofifa.com/player/255481/,113743,https://cdn.sofifa.com/teams/113743/dark_240.png
5516,K. Ayer,20,60,72,61,Varbergs BoIS,Swedish Allsvenskan,1,RM RWB,RM,170,62.1,Right,12,2 ★,2★,Medium,Medium,75,43,56,60,46,47,0.375,56.29,62,44,38,58,44,52.98,58,45,36,51,59,75.86,76,74,73,51,78,55.18,45,62,62,37,39,58.19,48,49,54,60,34,52,50.74,47,47,44,9.32,7,8,15,6,5,65.46,65.66,"Aug 10, 2018",,2021,2018,2.0,0.544,254280,https://cdn.sofifa.com/players/254/280/20_240.png,https://sofifa.com/player/254280/,113743,https://cdn.sofifa.com/teams/113743/dark_240.png
5517,A. Hajdari,20,60,71,60,SK Rapid Wien,Austrian Football Bundesliga,1,RB LB CDM,RB,173,66.2,Right,11,5 ★,2★,Medium,Medium,68,30,53,54,58,53,0.325,48.97,61,21,48,58,26,51.49,46,46,38,56,56,74.57,71,66,76,48,85,55.18,44,71,52,46,32,56.29,67,59,39,39,33,43,65.07,57,61,59,10.91,8,7,11,7,15,65.16,63.45,"Jul 1, 2018",,2024,2018,2.0,0.553,254560,https://cdn.sofifa.com/players/254/560/20_240.png,https://sofifa.com/player/254560/,254,https://cdn.sofifa.com/teams/254/dark_240.png
5518,A. Jukic,19,60,71,62,FK Austria Wien,Austrian Football Bundesliga,1,CAM,CAM,183,73.0,Right,11,3 ★,2★,High,Low,67,55,60,62,38,57,0.35000000000000003,58.58,55,51,48,63,39,63.4,61,48,66,60,63,69.4,64,69,72,51,66,66.89,63,53,53,66,62,53.92,39,30,49,60,49,54,45.96,36,39,50,9.55,8,8,6,6,14,67.66,68.07,"Sep 30, 2018",,2021,2018,2.0,0.578,246143,https://cdn.sofifa.com/players/246/143/20_240.png,https://sofifa.com/player/246143/,256,https://cdn.sofifa.com/teams/256/dark_240.png
5519,S. Radulovic,18,60,79,61,FK Austria Wien,Austrian Football Bundesliga,1,CDM CM,CM,178,73.9,Right,19,3 ★,2★,Medium,Medium,63,37,59,65,54,58,0.4,49.43,45,29,46,65,31,62.13,63,60,39,65,65,71.98,64,63,80,58,69,60.14,49,62,54,61,41,58.19,53,51,34,63,44,45,61.4,54,57,56,12.05,15,9,11,8,10,67.96,67.47,"Aug 1, 2020",,2021,2020,0.0,0.8300000000000001,258503,https://cdn.sofifa.com/players/258/503/20_240.png,https://sofifa.com/player/258503/,256,https://cdn.sofifa.com/teams/256/dark_240.png
5520,A. Ammerer,23,60,65,62,SV Ried,Austrian Football Bundesliga,1,CM CDM,CM,180,78.0,Right,5,3 ★,2★,Medium,Medium,62,49,59,59,57,66,0.275,57.21,48,41,51,64,46,62.77,57,57,56,63,62,65.52,63,61,58,56,66,69.59,60,62,58,73,56,66.03,58,61,56,60,43,56,62.13,53,60,56,12.95,10,12,13,7,15,71.76,70.68,"Jul 1, 2017",,2021,2017,3.0,0.419,256546,https://cdn.sofifa.com/players/256/546/20_240.png,https://sofifa.com/player/256546/,780,https://cdn.sofifa.com/teams/780/dark_240.png
5521,A. Burgstaller,20,60,68,61,TSV Hartberg,Austrian Football Bundesliga,1,LB LM,LWB,178,68.9,Left,8,3 ★,2★,Medium,Medium,71,38,54,60,55,58,0.275,52.86,56,33,48,58,36,52.77,59,41,40,51,57,73.49,72,70,75,53,71,60.81,45,69,62,52,42,59.86,65,56,45,52,34,51,62.5,54,57,59,11.36,12,12,8,7,11,67.44,67.47,"Jul 31, 2020",,2022,2020,0.0,0.454,257677,https://cdn.sofifa.com/players/257/677/20_240.png,https://sofifa.com/player/257677/,2017,https://cdn.sofifa.com/teams/2017/dark_240.png
5522,N. Celic,21,60,70,62,WSG Tirol,Austrian Football Bundesliga,1,CB CDM,CB,185,73.9,Left,10,3 ★,2★,Medium,Medium,53,33,53,55,59,65,0.3,51.03,46,29,57,61,30,50.43,53,38,33,56,57,60.99,52,54,56,55,66,58.56,46,57,60,69,28,60.1,61,58,32,54,48,54,66.18,58,62,60,11.59,10,13,10,9,9,64.21,63.86,"Aug 13, 2020",,2023,2020,0.0,0.495,244812,https://cdn.sofifa.com/players/244/812/20_240.png,https://sofifa.com/player/244812/,15040,https://cdn.sofifa.com/teams/15040/dark_240.png
5523,N. Baden Frederiksen,20,60,71,61,WSG Tirol,Austrian Football Bundesliga,1,RW LW RM,ST,178,64.0,Left,11,3 ★,2★,Medium,Medium,76,56,47,64,22,57,0.35000000000000003,58.12,45,59,50,51,49,50.64,62,43,28,41,64,76.08,75,76,69,55,78,66.67,52,70,59,61,54,53.44,39,17,59,53,57,52,19.12,27,13,12,10.91,6,6,9,15,12,63.3,64.66,"Aug 17, 2018",,2022,2018,2.0,0.578,240019,https://cdn.sofifa.com/players/240/019/20_240.png,https://sofifa.com/player/240019/,15040,https://cdn.sofifa.com/teams/15040/dark_240.png
5524,T. Anselm,20,60,74,62,WSG Tirol,Austrian Football Bundesliga,1,CAM,CAM,185,74.8,Right,14,3 ★,2★,Medium,Medium,73,49,57,61,39,58,0.45,56.06,44,52,41,63,45,58.94,60,48,44,59,66,66.38,69,76,53,53,57,61.26,45,54,72,58,43,56.53,41,28,55,62,52,57,47.43,43,39,47,10.45,6,14,7,14,5,65.41,67.67,"Aug 27, 2020","Jun 30, 2021",Loan,2021,-1.0,€0,258510,https://cdn.sofifa.com/players/258/510/20_240.png,https://sofifa.com/player/258510/,15040,https://cdn.sofifa.com/teams/15040/dark_240.png
5525,P. Petlach,21,60,69,62,FC Admira Wacker Mödling,Austrian Football Bundesliga,1,CB,CB,183,79.8,Right,9,3 ★,2★,Medium,Medium,54,25,31,38,60,64,0.3,37.76,26,18,60,42,19,34.89,32,24,29,37,42,56.03,53,55,43,56,53,52.93,38,58,38,78,23,49.64,65,60,28,16,40,44,65.81,59,61,59,13.18,8,9,13,14,14,54.84,54.62,"Jul 1, 2017",,2023,2017,3.0,0.495,241101,https://cdn.sofifa.com/players/241/101/20_240.png,https://sofifa.com/player/241101/,111821,https://cdn.sofifa.com/teams/111821/dark_240.png
5526,L. Schöfl,19,60,73,62,Wolfsberger AC,Austrian Football Bundesliga,1,CM CDM,CAM,178,72.1,Right,13,3 ★,2★,Medium,Medium,72,46,58,63,55,63,0.375,58.58,50,42,62,64,38,58.94,60,45,47,60,65,73.71,70,73,68,58,73,68.24,54,75,65,63,46,62.23,58,51,55,58,40,52,62.87,49,59,63,13.41,11,10,13,11,14,72.11,71.69,"Jul 1, 2018",,2022,2018,2.0,0.778,244927,https://cdn.sofifa.com/players/244/927/20_240.png,https://sofifa.com/player/244927/,111822,https://cdn.sofifa.com/teams/111822/dark_240.png
5527,M. Soldo,23,60,66,60,Wolfsberger AC,Austrian Football Bundesliga,1,GK,GK,185,86.2,Right,6,2 ★,1★,Medium,Medium,58,62,59,60,43,58,0.21,13.96,11,9,11,23,7,18.94,14,19,6,24,26,47.84,48,38,25,58,53,48.65,44,60,40,57,15,18.53,17,18,7,26,10,27,24.26,28,19,19,67.5,58,62,59,58,60,44.43,68.27,"Jul 1, 2018",,2021,2018,2.0,0.34700000000000003,215418,https://cdn.sofifa.com/players/215/418/20_240.png,https://sofifa.com/player/215418/,111822,https://cdn.sofifa.com/teams/111822/dark_240.png
5528,A. Maccoppi,33,60,60,60,Servette FC,Swiss Super League,1,CDM CM,CDM,175,68.0,Right,0,3 ★,2★,Medium,Medium,46,37,51,55,58,67,0.1,51.26,45,32,51,60,36,53.4,46,43,46,53,63,62.28,51,42,71,63,62,63.51,41,62,72,70,37,61.28,55,56,50,44,53,48,65.81,59,58,62,9.32,6,8,7,9,11,65.8,63.05,"Jul 5, 2018",,2021,2018,2.0,0.145,186763,https://cdn.sofifa.com/players/186/763/20_240.png,https://sofifa.com/player/186763/,324,https://cdn.sofifa.com/teams/324/dark_240.png
5529,K. Imeri,20,60,77,63,Servette FC,Swiss Super League,1,CM LM,CAM,173,73.0,Right,17,3 ★,3★,Medium,Medium,70,54,59,65,56,59,0.45,64.07,54,58,59,64,45,61.06,65,54,44,61,63,73.71,67,73,72,55,75,63.74,55,70,53,59,46,68.88,64,56,54,61,55,53,62.13,53,59,57,13.64,13,11,11,13,12,73.88,72.89,"Jul 1, 2017",,2021,2017,3.0,0.934,250766,https://cdn.sofifa.com/players/250/766/20_240.png,https://sofifa.com/player/250766/,324,https://cdn.sofifa.com/teams/324/dark_240.png
5530,B. Omeragic,18,60,80,62,FC Zürich,Swiss Super League,1,CB RB,CB,188,73.9,Right,20,3 ★,2★,Medium,High,71,35,48,52,60,63,0.4,50.34,50,24,57,50,39,48.72,50,49,27,50,53,67.24,68,73,60,55,56,65.77,42,76,60,68,46,59.14,50,60,50,48,41,55,66.18,59,61,60,14.09,13,14,15,10,10,66.67,66.06,"Jul 1, 2018",,2023,2018,2.0,0.98,244603,https://cdn.sofifa.com/players/244/603/20_240.png,https://sofifa.com/player/244603/,894,https://cdn.sofifa.com/teams/894/dark_240.png
5531,A. Ceesay,26,60,63,62,FC Zürich,Swiss Super League,1,ST LW,ST,188,73.9,Left,3,3 ★,2★,High,Medium,88,58,51,56,32,62,0.25,60.64,47,56,55,52,55,50.64,62,55,40,42,39,81.9,88,88,70,65,69,71.17,66,72,64,62,52,61.05,59,17,62,60,59,55,33.46,40,30,21,11.36,7,8,8,14,13,68.96,69.68,"Aug 31, 2018",,2022,2018,2.0,0.381,220306,https://cdn.sofifa.com/players/220/306/20_240.png,https://sofifa.com/player/220306/,894,https://cdn.sofifa.com/teams/894/dark_240.png
5532,S. Alabi,20,60,75,62,FC Luzern,Swiss Super League,1,CAM,CAM,170,64.0,Right,15,2 ★,3★,Medium,High,71,47,58,66,45,54,0.45,56.52,49,46,41,63,48,59.79,65,50,39,64,63,76.51,75,68,86,44,82,54.5,54,38,52,54,44,62.47,61,47,54,60,41,61,50.74,41,49,48,9.09,5,10,13,6,6,67.62,68.47,"Sep 24, 2020",,2024,2020,0.0,0.934,259025,https://cdn.sofifa.com/players/259/025/20_240.png,https://sofifa.com/player/259025/,897,https://cdn.sofifa.com/teams/897/dark_240.png
5533,André Ribeiro,23,60,69,62,FC St. Gallen,Swiss Super League,1,ST LW,ST,180,77.1,Right,9,3 ★,2★,Medium,Medium,68,58,50,63,21,59,0.325,62.01,47,61,55,57,51,53.4,64,45,37,44,61,69.4,66,69,73,50,64,65.77,61,60,52,65,54,53.68,51,15,59,51,50,52,18.01,23,14,12,12.95,9,13,8,13,14,63.39,64.06,"Sep 2, 2019",,2021,2019,1.0,0.536,253397,https://cdn.sofifa.com/players/253/397/20_240.png,https://sofifa.com/player/253397/,898,https://cdn.sofifa.com/teams/898/dark_240.png
5534,B. Traorè,22,60,66,62,FC St. Gallen,Swiss Super League,1,ST RW,ST,183,79.8,Left,6,4 ★,2★,High,Medium,76,59,55,58,30,61,0.3,63.16,58,63,56,57,42,54.47,59,42,56,45,54,72.63,77,76,58,58,68,69.37,55,65,63,67,58,58.91,43,32,58,60,55,56,27.21,29,25,20,12.27,8,9,13,12,12,67.06,68.07,"Aug 24, 2020",,2022,2020,0.0,0.495,258518,https://cdn.sofifa.com/players/258/518/20_240.png,https://sofifa.com/player/258518/,898,https://cdn.sofifa.com/teams/898/dark_240.png
5535,N. Lüchinger,25,60,65,61,FC St. Gallen,Swiss Super League,1,RB LB,RWB,175,68.0,Right,5,4 ★,2★,Low,Medium,71,28,45,65,56,65,0.24,42.79,49,19,43,51,25,55.96,66,53,41,39,64,71.55,71,71,62,57,71,62.39,40,76,65,69,27,55.82,54,55,54,36,36,49,64.34,58,59,58,13.18,14,16,13,8,7,65.93,66.27,"Sep 9, 2017",,2021,2017,3.0,0.366,220041,https://cdn.sofifa.com/players/220/041/20_240.png,https://sofifa.com/player/220041/,898,https://cdn.sofifa.com/teams/898/dark_240.png
5536,F. Mambimbi,19,60,77,63,BSC Young Boys,Swiss Super League,1,ST LM RM,RM,170,64.9,Right,17,3 ★,3★,High,Medium,82,59,50,69,24,42,0.45,59.73,46,61,48,52,54,56.81,68,46,42,48,63,84.91,84,80,82,56,92,56.31,61,49,56,34,50,58.67,44,23,61,53,66,51,23.53,19,20,25,10.23,14,5,11,10,5,65.98,65.46,"Jan 30, 2019",,2022,2019,1.0,0.9560000000000001,247519,https://cdn.sofifa.com/players/247/519/20_240.png,https://sofifa.com/player/247519/,900,https://cdn.sofifa.com/teams/900/dark_240.png
5537,N. Gétaz,29,60,60,60,FC Lausanne-Sport,Swiss Super League,1,LB CB,LB,183,82.1,Left,0,4 ★,2★,High,Medium,69,44,53,61,53,58,0.17,54.69,59,41,47,60,32,51.91,59,21,45,55,64,68.32,68,70,63,56,60,65.77,61,75,66,58,32,59.86,42,53,61,42,54,60,59.93,54,54,55,10.91,13,9,7,9,10,67.14,67.87,"Jul 1, 2015",,2021,2015,5.0,0.247,194006,https://cdn.sofifa.com/players/194/006/20_240.png,https://sofifa.com/player/194006/,1862,https://cdn.sofifa.com/teams/1862/dark_240.png
5538,R. Macek,23,60,69,63,FC Lugano,Swiss Super League,1,CM CAM,RM,188,74.8,Right,9,3 ★,3★,High,Medium,66,50,62,64,53,62,0.325,60.41,63,40,39,67,55,61.91,65,62,41,56,67,64.66,63,68,62,53,54,65.32,63,36,65,66,60,63.9,55,52,50,60,52,58,59.19,62,52,47,12.73,6,15,12,14,9,70.42,71.69,"Jan 27, 2019",,2025,2019,1.0,0.536,237317,https://cdn.sofifa.com/players/237/317/20_240.png,https://sofifa.com/player/237317/,10032,https://cdn.sofifa.com/teams/10032/dark_240.png
5539,D. Esmel,22,60,68,61,1. FC Kaiserslautern,German 3. Bundesliga,3,LM ST,RM,180,78.0,Right,8,3 ★,2★,Medium,Medium,81,50,51,65,28,60,0.3,55.15,53,54,38,56,40,55.11,65,50,39,43,62,75.86,83,80,79,40,70,64.86,53,70,65,58,42,54.87,58,25,55,47,46,42,30.51,30,26,27,12.95,8,11,10,15,13,65.24,67.27,"Jan 6, 2018",,2021,2018,2.0,0.495,244454,https://cdn.sofifa.com/players/244/454/20_240.png,https://sofifa.com/player/244454/,29,https://cdn.sofifa.com/teams/29/dark_240.png
5540,L. Klassen,20,60,77,62,TSV 1860 München,German 3. Bundesliga,3,LB LM,LWB,173,69.9,Left,17,3 ★,2★,High,Medium,77,42,53,63,50,61,0.425,54.0,59,44,39,59,35,52.34,60,39,31,51,65,77.37,76,77,73,52,81,63.51,44,72,73,55,38,55.34,57,49,49,46,32,52,58.82,50,53,57,10.45,10,9,6,10,11,67.44,69.48,"Jul 1, 2018",,2021,2018,2.0,0.882,244181,https://cdn.sofifa.com/players/244/181/20_240.png,https://sofifa.com/player/244181/,33,https://cdn.sofifa.com/teams/33/dark_240.png
5541,A. Ibrahimaj,28,60,60,62,KFC Uerdingen 05,German 3. Bundesliga,3,CAM ST,RW,180,73.9,Right,0,4 ★,3★,Medium,Medium,75,57,53,68,28,63,0.21,61.1,54,60,42,59,52,59.15,70,48,52,43,65,74.35,74,75,75,52,69,66.44,62,63,57,66,47,57.96,63,23,55,51,52,47,30.51,27,28,28,14.32,14,13,9,15,12,68.01,69.08,"Jul 1, 2018",,2021,2018,2.0,0.305,239338,https://cdn.sofifa.com/players/239/338/20_240.png,https://sofifa.com/player/239338/,167,https://cdn.sofifa.com/teams/167/dark_240.png
5542,R. Königsdörffer,18,60,78,62,SG Dynamo Dresden,German 3. Bundesliga,3,ST,ST,178,72.1,Right,18,3 ★,2★,Medium,Medium,77,60,41,58,23,50,0.425,59.27,33,66,65,51,44,45.96,54,42,25,35,60,75.43,76,78,71,53,72,64.86,52,73,56,51,56,51.54,35,19,63,42,58,58,20.96,19,18,20,10.68,15,10,9,6,7,61.92,62.05,"Dec 20, 2019",,2022,2019,1.0,0.882,255036,https://cdn.sofifa.com/players/255/036/20_240.png,https://sofifa.com/player/255036/,503,https://cdn.sofifa.com/teams/503/dark_240.png
5543,M. Šverko,22,60,70,61,1. FC Saarbrücken,German 3. Bundesliga,3,LB,CB,188,81.2,Left,10,3 ★,2★,Medium,Medium,65,29,51,57,57,65,0.3,49.2,59,20,55,58,23,52.98,56,46,39,49,59,65.52,64,65,59,56,60,55.41,47,44,53,74,28,54.87,65,59,33,36,38,43,62.5,53,62,55,10.91,10,7,12,7,12,63.17,65.06,"Aug 14, 2020",,2022,2020,0.0,0.495,235800,https://cdn.sofifa.com/players/235/800/20_240.png,https://sofifa.com/player/235800/,523,https://cdn.sofifa.com/teams/523/dark_240.png
5544,M. Fejzullahu,26,60,61,62,1. FC Saarbrücken,German 3. Bundesliga,3,CAM LM,RM,173,68.0,Right,1,4 ★,3★,High,Medium,72,53,58,64,29,48,0.24,58.12,62,56,30,58,48,63.83,62,66,60,51,61,78.88,76,69,81,56,84,57.88,48,48,64,42,55,52.97,43,20,57,58,45,50,35.29,31,33,32,12.73,14,10,10,14,8,67.01,65.06,"Jul 1, 2019",,2021,2019,1.0,0.366,244072,https://cdn.sofifa.com/players/244/072/20_240.png,https://sofifa.com/player/244072/,523,https://cdn.sofifa.com/teams/523/dark_240.png
5545,S. Deana,30,60,61,60,MSV Duisburg,German 3. Bundesliga,3,GK,GK,190,86.2,Right,1,3 ★,1★,Medium,Medium,63,60,56,62,53,56,0.16,19.68,19,11,11,36,9,18.72,11,10,10,32,25,56.25,56,51,54,54,46,53.6,42,68,44,72,12,28.98,23,23,15,35,26,46,12.13,8,13,12,67.5,63,60,56,56,62,48.58,70.28,"Aug 29, 2019",,2021,2019,1.0,0.244,190061,https://cdn.sofifa.com/players/190/061/20_240.png,https://sofifa.com/player/190061/,1825,https://cdn.sofifa.com/teams/1825/dark_240.png
5546,N. Hebisch,30,60,60,60,VfB Lübeck,German 3. Bundesliga,3,ST,ST,190,82.1,Right,0,3 ★,2★,Medium,Medium,63,63,41,53,21,62,0.2,59.27,39,68,61,42,49,45.96,50,40,30,37,59,60.99,61,64,51,51,56,70.05,61,62,59,70,59,55.34,44,20,60,45,64,43,17.65,18,12,18,12.05,7,14,11,7,14,60.58,60.84,"Jul 1, 2019",,2021,2019,1.0,0.29,211806,https://cdn.sofifa.com/players/211/806/20_240.png,https://sofifa.com/player/211806/,1829,https://cdn.sofifa.com/teams/1829/dark_240.png
5547,M. Rüdiger,25,60,61,60,VfB Lübeck,German 3. Bundesliga,3,LM LB,LM,175,73.9,Left,1,3 ★,2★,Medium,Medium,73,51,56,59,33,56,0.25,54.92,56,50,38,56,40,56.81,60,51,49,55,52,75.43,74,72,72,59,73,65.32,63,68,62,57,40,58.43,44,33,59,61,49,58,35.29,29,36,31,10.23,10,13,7,7,8,66.23,65.86,"Jan 29, 2020",,2021,2020,0.0,0.381,239173,https://cdn.sofifa.com/players/239/173/20_240.png,https://sofifa.com/player/239173/,1829,https://cdn.sofifa.com/teams/1829/dark_240.png
5548,N. Galle,21,60,68,61,Hallescher FC,German 3. Bundesliga,3,LB LM,LWB,185,78.0,Left,8,3 ★,2★,High,Medium,74,48,53,61,52,63,0.275,57.21,61,48,42,58,41,53.83,61,52,40,40,60,70.26,71,76,62,58,59,65.09,56,59,64,65,45,58.43,59,55,49,48,35,42,58.46,48,57,54,11.36,10,6,9,13,12,67.92,70.48,"Jul 1, 2019",,2021,2019,1.0,0.454,251333,https://cdn.sofifa.com/players/251/333/20_240.png,https://sofifa.com/player/251333/,110482,https://cdn.sofifa.com/teams/110482/dark_240.png
5549,M. Eberwein,24,60,66,64,Hallescher FC,German 3. Bundesliga,3,CAM CF LM,ST,193,78.0,Right,6,4 ★,3★,High,Medium,70,62,55,58,34,66,0.275,65.22,47,62,65,60,51,62.13,59,61,63,48,61,62.28,65,74,51,55,44,73.42,62,58,70,73,63,58.43,47,20,61,57,61,52,34.19,38,32,23,12.05,7,13,7,12,14,68.39,69.28,"Sep 10, 2020",,2022,2020,0.0,0.454,224597,https://cdn.sofifa.com/players/224/597/20_240.png,https://sofifa.com/player/224597/,110482,https://cdn.sofifa.com/teams/110482/dark_240.png
5550,J. Schwermann,20,60,70,61,SC Verl,German 3. Bundesliga,3,CDM CB,CDM,183,78.9,Right,10,4 ★,2★,High,High,65,50,53,58,56,69,0.3,54.92,47,45,52,61,35,50.0,57,37,34,51,56,67.89,66,65,67,54,63,74.55,68,72,77,66,48,63.42,67,56,53,56,35,48,62.5,55,60,55,11.82,12,11,8,14,7,69.52,70.48,"Jul 25, 2020",,2022,2020,0.0,0.495,257483,https://cdn.sofifa.com/players/257/483/20_240.png,https://sofifa.com/player/257483/,110501,https://cdn.sofifa.com/teams/110501/dark_240.png
